--- 
? !ruby/symbol en
: 
  АБАЙ: " ABAY "
  КАМЕНКА-ДНЕПР: " КАМ-ДНЕПР "
  КАМЕНКА-КИШИНЕВ: " КАМ-КИШИНІВ "
  КАМЕНКА-ТОСНО: " КАМ-ТОСНО "
  КАМЕНКА-УРАЛЬСК: " КАМ-Уральський "
  КАМЕНКА-ЧЕРКАСС: " КАМ-ЧЕРКАСС "
  КАМЕНОГОРСК: " Каменогорськ "
  КАМЕНОЛОМНЯ: " Каменоломні "
  КАМЕНСК: " Каменських "
  КАМЕНСК-УРАЛЬСК: " Каменськ-Уральський "
  КАМЕНЬ-НА-ОБИ: " КАМІНЬ-НА-ОБІ "
  КАМЕНЬ-РЫБОЛОВ: " КАМІНЬ-рибалка "
  КАМЕШКОВО: " КАМЕШКОВО "
  КАМО: " КАМО "
  ? "КАМСКОЕ УСТЬЕ"
  : " Камський гирлі "
  КАМЫЗЯК: " Камизяк "
  КАМЫШЕВКА: " очеретянка"
  КАМЫШИН: "Камишин "
  КАМЫШНОЕ: " Комишне "
  КАНАШ: " Канаш "
  КАНГОЛАСЫ: " КАНГОЛАСИ "
  КАНДАЛАКША: " Кандалакша "
  КАНЕВ: " КАНІВ "
  КАНЕВСКАЯ: " КАНЕВСЬКА "
  КАНЕМИР: " КАНЕМІР "
  КАНИБАДАМ: " Канібадам "
  КАНИМЕХ: " КАНІМЕХ "
  КАНСК: " Канськ "
  КАНТ: " КАНТ "
  КАНТЕМИР: " Кантеміра "
  КАНТЕМИРОВКА: " Кантемировку "
  КАПАЛ: " КАПА "
  ? "КАПУСТИН ЯР"
  : " КАПУСТІН ЯР "
  КАПЧАГАЙ: " Капчагай "
  КАРА-БАЛТА: " КАРА-БАЛТА "
  КАРА-КАЛА: " КАРА-Кала "
  КАРА-СУУ: " КАРА-Суу "
  КАРАБЕКАУЛ: " КАРАБЕКАУЛ "
  КАРАБУДАХКЕНТ: " КАРАБУДАХКЕНТ "
  КАРАБУЛАК: " Карабулак "
  КАРАВАН: " КАРАВАН "
  КАРАГАЙ: " Карагай"
  КАРАГАЙЛЫ: "КАРАГАЙЛИ "
  КАРАГАЛИНСКОЕ: " КАРАГАЛІНСКОЕ "
  КАРАГАНДА: " КАРАГАНДА "
  КАРАЖАЛ: " Каражал "
  КАРАИДЕЛЬ: " КАРАІДЕЛЬ "
  КАРАКУЛИНО: " Каракулін "
  КАРАКУЛЬ-БУХАРА: " Каракуль-Бухарі "
  КАРАКУЛЬ-ТАЛАС: " Каракуль-Талас "
  КАРАКУШЧИ: " КАРАКУШЧІ "
  КАРАСУ: " КАРАСЬОВ "
  КАРАСУК: " Карасук "
  КАРАТОБЕ: " КАРАТОБЕ "
  КАРАТУЗСКОЕ: " КАРАТУЗСКОЕ "
  КАРАУЗЯК: " КАРАУЗЯК "
  КАРАУЛ-СЕМИПАЛА: " КАРАУЛ-СЕМІПАЛА "
  КАРАУЛ-УРГЕНЧ: " КАРАУЛ-Ургенч "
  КАРАЧЕВ: " КАРАЧІ "
  КАРГАПОЛЬЕ: " Каргаполов "
  КАРГАСОК: " КАРГАСОК "
  КАРГАТ: " каргат "
  КАРДЫМОВО: " КАРДИМОВО "
  КАРКАРАЛИНСК: " КАРКАРАЛІНСК "
  КАРЛОВКА: " КАРЛІВКА "
  КАРМАНА: " КИШЕНІ "
  КАРМАСКАЛЫ: " КАРМАСКАЛИ"
  КАРПИНСК: "КАРПІНСЬКИЙ "
  КАРСУН: " КАРСУН "
  КАРТАЛЫ: " картали "
  КАРШИ: " КАРШЕ "
  КАРЫМСКОЕ: " КРИМСЬКА "
  КАСАН: " КАСАН "
  КАСАНСАЙ: " КАСАНСАЙ "
  КАСИМОВ: " Касим "
  КАСКЕЛЕН: " Каскелен "
  КАСЛОВКА: " КАСЛОВКА "
  КАСЛЫ: " Касл "
  КАСПИ: " КАСП "
  КАСПИЙСКИЙ: " КАСПІЙСЬКОГО "
  КАСТОРНОЕ: " касторна "
  КАТАВ-ИВАНОВСК: " КАТА-Іванівського "
  КАТАЙСК: " Катайськ "
  КАТЕРИНОПОЛЬ: " Катеринопіль "
  КАТОВО: " катів "
  КАТОН: " Катон "
  КАТТАКУРГАН: " Каттакургана "
  КАУНАС: " КАУНАС "
  КАУШАНЫ: " Каушан "
  КАФАН: " КАФА "
  КАХОВКА: " КАХОВКА "
  КАЧИРЫ: " КАЧІРИ"
  КАЧКАНАР: "Качканар "
  КАШИН: " КАШИН "
  КАШИРА: " Кашира "
  КАШИРСКОЕ: " КАШИРСЬКА "
  КБАН: " КБАН "
  КЕГЕЙЛИ: " КЕГЕЙЛІ "
  КЕГЕНЬ: " КЕГЕНЬ "
  КЕГИЧЕВКА: " Кегичівка "
  КЕДАЙНЯЙ: " Кедайняй "
  КЕЛЕС: " КЕЛЕС "
  КЕЛЛЕРОВКА: " КЕЛЛЕРОВКА "
  КЕЛЬМЕ: " Кельма "
  КЕЛЬМЕНЦЫ: " Кельменці "
  КЕМЕРОВО: " КЕМЕРОВО "
  КЕМЛЯ: " КЕМЛЯ "
  КЕМЬ: " Кемь "
  КЕНТАУ: " Кентау "
  КЕРЧЬ: " КЕРЧ "
  КЕТОВО-ГОРЬКИЙ: " Кетов-ГОРЬКИЙ "
  КЕТОВО-КУРГАН: " Кетов-КУРГАН "
  КЗЫЛ-ОРДА: " Кзил-Орда "
  КЗЫЛТУ: " КЗИЛТУ "
  КИБРАЙ: " КІБРАЙ "
  КИВЕРЦЫ: " КІВЕРЦІ "
  КИЕВ: " КИЇВ"
  КИЕВКА: "Київка "
  КИЖИНГА: " КОЖНОГО "
  КИЗЕЛ: " Кізел "
  КИЗИЛ-АТРЕК: " Кизил-Атрек "
  КИЗИЛЬСКОЕ: " КІЗІЛЬСКОЕ "
  КИЗНЕР: " кизнер "
  КИЗЫЛ-АРВАТ: " Кизил-Арват "
  КИЙМА: " КІЙМА "
  КИКВИДЗЕ: " КІКВІДЗЕ "
  КИКЕРИНО: " КІКЕРІНО "
  КИЛЕМАРЫ: " КІЛЕМАРИ "
  КИЛИЯ: " Кілія "
  КИМОВСК: " Кимовського "
  КИМРЫ: " Кімри "
  КИНГИСЕПП: " Кінгісепп "
  КИНЕЛЬ: " кинель "
  КИНЕЛЬ-ЧЕРКАССЫ: " кинель-ЧЕРКАСИ "
  КИНЕШМА: " Кінешмі "
  КИПЕНЬ: " Кипень "
  КИРГИЗ-МИЯКИ: " КИРГИЗІЇ-Міякі "
  КИРЕЕВСК: " Киреевский "
  КИРЕНСК: " Кіренська "
  КИРЖАЧ: " Киржач "
  КИРИЛЛОВ: " КИРИЛЛОВ "
  КИРИШИ: " Кирішах"
  КИРИШСКИЙ-НЕФЗА: "Кіришської-НЕФЗА "
  КИРОВ: " КІРОВ "
  КИРОВ-КАЛУГА: " КІРОВ-КАЛУГА "
  КИРОВАКАН: " Кіровакан "
  КИРОВКА: " Кіровка "
  КИРОВО: " КІРОВА "
  КИРОВОГРАД-СВРД: " КІРОВОГРАД-СВРД "
  КИРОВОГРАД-УАК2: " КІРОВОГРАД-УАК2 "
  КИРОВОЧЕПЕЦК: " КІРОВОЧЕПЕЦК "
  КИРОВСК: " Кіровський "
  КИРОВСКИЙ: " КИРОВСЬКИЙ "
  КИРОВСКОЕ: " Кіровське "
  КИРОВСКОЕ.: " Кіровське. "
  КИРПИЧНОЕ: " ЦЕГЛЯНОЇ "
  КИРСАНОВ: " Кірсанов "
  КИСИЛЕВСК: " Кисілевська "
  КИСЛОВОДСК: " КИСЛОВОДСЬК "
  КИТАБ: " Кітаб "
  КИЦМАНЬ: " КІЦМАНЬ "
  ? "КИЧМЕНГСКИЙ ГОР"
  : " КІЧМЕНГСКІЙ ГОР "
  КИШИНЕВ: " КИШИНІВ "
  КИЯСОВО: " КІЯСОВО "
  КЛАЙПЕДА: " КЛАЙПЕДА "
  КЛЕТНЯ: " КЛЕТНЯ "
  КЛЕТСКИЙ: " Клетській"
  КЛЕЦК: "Клецьк "
  КЛИМОВИЧИ: " КЛИМОВИЧ "
  КЛИМОВО-БРЯНСК: " КЛИМОВА-БРЯНСЬК "
  КЛИМОВО-ВЫБОРГ: " КЛИМОВА-Виборг "
  КЛИН: " КЛИН "
  КЛИНЦЫ: " Калинець "
  КЛИЧЕВ: " КЛИЧ "
  КЛЮЧИ: " КЛЮЧІ "
  КЛЯВЛИНО: " КЛЯВЛІНО "
  КОБЕЛЯКИ: " КОБЕЛЯКИ "
  КОБРИН: " Кобрин "
  КОВДОР: " КОВДРОЮ "
  КОВЕЛЬ: " КОВЕЛЬ "
  КОВЕРНИНО: " КОВЕРНІНО "
  КОВРОВ: " КИЛИМІВ "
  КОВЫЛКИНО: " КОВИЛКІНО "
  КОДЫМА: " КОДИМА "
  КОЗЕЛЕЦ: " КОЗЕЛЕЦЬ "
  КОЗЕЛЬСК: " Козельськ "
  КОЗЕЛЬЩИНА: " КОЗЕЛЬЩИНА "
  КОЗЛОВКА: " Козлівка "
  КОЗОВА: " КОЗОВА "
  КОЗТАЛОВКА: " КОЗТАЛОВКА "
  КОЗУЛЬКА: " Козулько "
  КОЗЬМОДЕМЬЯНСК: " Козьмодем&#39;янськ"
  КОЙГОРОДОК: "Койгородок "
  КОКАНД-ТАШКЕНТ: " Коканд-ТАШКЕНТ "
  КОКАНД-ФЕРГАНА: " Коканд-Фергана "
  КОКПЕКТЫ: " кокпекти "
  КОКЧЕТАВ: " Кокчетав "
  КОЛА: " КОЛА "
  КОЛОГРИВ: " Кологрив "
  КОЛОМНА: " Коломна "
  КОЛОМЫЯ: " КОЛОМИЯ "
  КОЛОСОВКА: " Колосівка "
  КОЛПАШЕВО: " Колпашево "
  КОЛПНА: " КОЛПНА "
  КОЛТОН: " Колтона "
  КОЛХОЗОБАД: " КОЛХОЗОБАД "
  КОЛЧАНОВО: " Колчанова "
  КОЛЫВАНЬ: " КЛОВНЯ "
  КОЛЫШЛЕЙ: " колишлей "
  КОЛЬЧУГИНО: " Кольчугино "
  КОМАРИЧИ: " КОМАРІЧІ "
  ? "КОМБИНАТ ФОСФОР"
  : " КОМБІНАТ ФОСФОРУ "
  КОМИНТЕРНОВСК: " КОМІНТЕРНІВСЬКИЙ "
  КОММУНАР: " КОМУНАР "
  КОММУНАРСК: " Комунарськ "
  КОММУНИСТИЧЕСКЙ: " КОМУНІСТИЧНОЇ "
  КОМПАНЕЕВКА: " Компаніївка"
  КОМРАТ: "Комрат "
  КОМСОМОЛЕЦ: " КОМСОМОЛЕЦЬ "
  КОМСОМОЛОБАД: " КОМСОМОЛОБАД "
  КОМСОМОЛЬСК: " КОМСОМОЛЬСЬК "
  КОМСОМОЛЬСКИЙ: " КОМСОМОЛЬСКИЙ "
  КОМСОМОЛЬСКОЕ: " КОМСОМОЛЬСЬКЕ "
  КОНАКОВО: " Конакова "
  КОНДИНСКОЕ: " КОНДІНСКОЕ "
  КОНДОПОГА: " Кондопога "
  КОНДРОВО: " Кондрово "
  КОНОТОЛ: " КОНОТОЛ "
  КОНСТАНТИНОВКА: " КОНСТАНТИНІВКА "
  КОНСТАНТИНОВСК: " КОСТЯНТИНІВСЬКА "
  КОНЫШЕВКА: " КОНИШЕВКА "
  КОПЕЙСК-ЧЕЛЯБ.: " Копейська-ЧЕЛЯБ. "
  КОПОРЬЕ: " Копор&#39;є "
  КОПЫЛЬ: " КОПИЛОВ "
  КОРАБЛИНО: " КОРАБЛІН "
  КОРЕЛИЧИ: " Кирилич "
  КОРЕНЕВО: " Коренева "
  КОРЕНОВСК: " Корєновськ "
  КОРЕЦ: " КОРЕЦЬ "
  КОРКИНО-ТОСНО: " Коркін-ТОСНО "
  КОРКИНО-ЧЕЛЯБ.: " Коркін-ЧЕЛЯБ. "
  КОРМА: " КОРМИ"
  КОРМИЛОВКА: "КОРМІЛОВКА "
  КОРНЕЕВКА: " Корніївка "
  КОРОЛЕВЕЦ: " КОРОЛЕВЕЦ "
  КОРОП: " КОРОП "
  КОРОСТЕНЬ: " КОРОСТЕНЬ "
  КОРОСТЫШЕВ: " КОРОСТИШІВ "
  КОРОЧА: " КОРОЧЕ "
  КОРСАКОВ: " КОРСАК "
  КОРСУНЬ-ШЕВЧЕНК: " КОРСУНЬ-Шевченко "
  КОРТКЕРОС: " КОРТКЕРОС "
  КОРЮКОВКА: " Корюківка "
  КОСИХА: " Косих "
  КОСОВ: " КОСІВ "
  КОСТЕРОВО: " КОСТЕРОВО "
  КОСТОМУКША: " Костомукша "
  КОСТОПОЛЬ: " КОСТОПІЛЬ "
  КОСТРОМА: " КОСТРОМА "
  КОСТЮКОВИЧИ: " Костюковичі "
  КОТАЙСК: " КОТАЙСК "
  КОТЕЛЬВА: " Котельва "
  КОТЕЛЬНИКОВО: " КОТЕЛЬНИКОВА "
  КОТЕЛЬНИЧ: " котельнич "
  КОТЛАС: " Котлас "
  КОТЛЫ: " КОТЛИ "
  КОТОВО-ВОЛГОГР.: " Котова-ВОЛГОГР."
  КОТОВО-ГОРЬКИЙ: "Котова-ГОРЬКИЙ "
  КОТОВСК-КИШИНЕВ: " КОТОВСЬК-КИШИНІВ "
  КОТОВСК-ОДЕССА: " КОТОВСЬК-ОДЕСА "
  КОТОВСК-ТАМБОВ: " КОТОВСЬК-ТАМБОВ "
  КОХТЛА-ЯРВЕ: " Кохтла-Ярве "
  КОЧ-АГАЧ: " коч-Агач "
  КОЧЕНЕВО: " КОЧЕНЕВО "
  КОЧКИ: " Купина "
  КОЧКОРКА: " КОЧКОРКА "
  КОЧКУРОВО: " КОЧКУРОВО "
  КОШ-АГАЧ: " Кош-Агач "
  КОШКИ: " ОДИН "
  КОШКУПЫР: " КОШКУПИР "
  КР.-ГВАРДЕЙСКОЕ: " кр.-Гвардійське "
  КР.ГВАРДЕЙСКОЕ: " КР.ГВАРДЕЙСКОЕ "
  КР.ЛИМАР-ДОНЕЦК: " КР . Лимар-ДОНЕЦЬК "
  КРАМАТОРСК: " КРАМАТОРСЬК "
  КРАСИЛОВ: " КРАСИЛІВ "
  КРАСЛАВА: " Краслави "
  ? "КРАСНАЯ ГОРА"
  : " ЧЕРВОНА ГОРА "
  ? "КРАСНАЯ ГОРБАТК"
  : " ЧЕРВОНА Горбатко "
  КРАСНОАРМЕЙСК: " КРАСНОАРМІЙСЬК "
  ? "КРАСНОАРМЕЙСК С"
  : " КРАСНОАРМІЙСЬК С "
  КРАСНОАРМЕЙСКАЯ: " ЧЕРВОНОАРМІЙСЬКА "
  КРАСНОАРМЕЙСКОЕ: " КРАСНОАРМІЙСЬК"
  КРАСНОБОРСК: "КРАСНОБОРСК "
  КРАСНОВОДСК: " Красноводськ "
  КРАСНОГВАРДЕЙСК: " Красногвардійський "
  КРАСНОГОРОДСКОЕ: " Красноградський "
  КРАСНОГОРСКОЕ: " Красногорський "
  КРАСНОГРАД: " КРАСНОГРАД "
  КРАСНОДАР: " КРАСНОДАР "
  КРАСНОДОН: " КРАСНОДОН "
  КРАСНОЕ: " ЧЕРВОНЕ "
  КРАСНОЕ-НА-ВОЛ: " ЧЕРВОНЕ-НА-ВІЛ "
  КРАСНОЕЛЬСК: " КРАСНОЕЛЬСК "
  КРАСНОЗНАМЕНСК: " Червонопрапорній "
  КРАСНОЗНАМЕНСКО: " Червонопрапорній "
  КРАСНОКАМСК: " Краснокамськ "
  КРАСНОКУТСК: " КРАСНОКУТСЬКИЙ "
  КРАСНООЗЕРСКОЕ: " КРАСНООЗЕРСКОЕ "
  КРАСНОПЕРЕКОПСК: " КРАСНОПЕРЕКОПСЬК "
  КРАСНОПОЛЬЕ: " Краснопілля "
  КРАСНОСЕЛЬСК: " Красносельская "
  КРАСНОСЕЛЬСКОЕ: " Красносельская "
  КРАСНОСЛОБОДСК: " Краснослободськ "
  КРАСНОТУРАНСК: " КРАСНОТУРАНСК "
  КРАСНОТУРЬИНСК: " КРАСНОТУРЬІНСК "
  КРАСНОУРАЛЬСК: " КРАСНОУРАЛЬСК "
  КРАСНОУСОЛЬСКИЙ: " КРАСНОУСОЛЬСКІЙ"
  КРАСНОУФИМСК: "Красноуфімськ "
  КРАСНОЩЕКОВО: " Краснощекова "
  КРАСНОЯРСК: " КРАСНОЯРСЬК "
  ? "КРАСНЫЕ ОКНА"
  : " ЧЕРВОНІ ВІКНА "
  КРАСНЫЙ: " ЧЕРВОНИЙ "
  ? "КРАСНЫЙ БОР"
  : " ЧЕРВОНИЙ БОР "
  ? "КРАСНЫЙ КУТ"
  : " ЧЕРВОНИЙ КУТ "
  ? "КРАСНЫЙ ЛУЧ"
  : " КРАСНИЙ ЛУЧ "
  ? "КРАСНЫЙ СУЛИН"
  : " Червоний Сулін "
  ? "КРАСНЫЙ ЧИКОЙ"
  : " ЧЕРВОНИЙ Чикой "
  ? "КРАСНЫЙ ЯР"
  : " ЧЕРВОНИЙ ЯР "
  КРЕМЕНЕЦ: " КРЕМЕНЕЦЬ "
  КРЕМЕННАЯ: " КРЕМЕНЬ "
  КРЕМЕНЧУГ: " КРЕМЕНЧУК "
  КРЕСТЦЫ: " крижів "
  КРЕТИНГА: " КРЕТІНГА "
  ? "КРИВОЕ ОЗЕРО"
  : " Кривий ОЗЕРО "
  ? "КРИВОЙ РОГ"
  : " КРИВИЙ РІГ "
  КРИНИЧКИ: " КРИНИЧКИ "
  КРИУЛЯНЫ: " КРІУЛЯНИ "
  КРИЧЕВ: " КРИЧИТЬ "
  КРОМЫ: " КРІМ "
  КРОПОТКИН: " Кропоткін "
  КРУГЛОЕ: " КРУГЛІ "
  КРУПКИ: " КРУПКО"
  КРУТИНКА: "КРУТІНКА "
  КРУТИХА: " КРУТІХА "
  КРЫЖОПОЛЬ: " Крижопіль "
  КРЫЛОВСКАЯ: " Криловська "
  КРЫМСК: " КРИМСЬКИХ "
  КСТОВО: " Кстово "
  КУБА: " КУБА "
  КУВА: " кував "
  КУВАНДЫК: " кувандик "
  КУВАСАЙ: " Кувасай "
  КУВШИНОВО: " Кувшиново "
  КУГАЛЫ: " КУГАЛИ "
  КУГЕСИ: " КУГЕСІ "
  КУДЫМКАР: " Кудимкар "
  КУЕДА: " куеда "
  КУЖЕНЕР: " КУЖЕНЕР "
  КУЗЕМКИНО: " КУЗЕМКІНО "
  КУЗНЕЦК: " КУЗНЕЦЬКИЙ "
  КУЗНЕЦОВСК: " КУЗНЄЦОВСЬК "
  КУЗОВАТОВО: " Кузоватово "
  КУЙБ844ЯЯ: " КУЙБ844ЯЯ "
  КУЙБЫШЕВ: " Куйбишев "
  КУЙБЫШЕВ-КАЗАНЬ: " Куйбишев-КАЗАНЬ "
  КУЙБЫШЕВ-НОВОСБ: " Куйбишев - НОВОСБ "
  КУЙБЫШЕВО: " КУЙБИШЕВА"
  КУЙБЫШЕВСК: "КУЙБИШЕВСЬКИЙ "
  КУЙБЫШЕВСКИЙ: " КУЙБИШЕВСЬКИЙ "
  КУЙВОЗИ: " КУЙВОЗІ "
  КУЙГАНЯР: " КУЙГАНЯР "
  КУЛДИГА: " Кулдига "
  КУЛЕБАКИ: " КУЛЕБАКІ "
  КУЛИКОВКА: " Куликівка "
  КУЛУНДА: " Кулунди "
  КУЛЯБ: " Куляба "
  КУМЕНЫ: " КУМЕНИ "
  КУМЕРТАУ: " Кумертау "
  КУМКУРГАН: " КУМКУРГАН "
  КУМЫЛЖЕНСКАЯ: " КУМИЛЖЕНСКАЯ "
  КУНАШАК: " КУНАШАК "
  КУНГРАД: " Кунград "
  КУНГУР: " Кунгур "
  КУНЬЯ: " Кунья "
  КУНЯ-УРГЕНЧ: " Куня-Ургенч "
  КУПИНО: " Купина "
  КУПИШКИС: " КУПІШКІС "
  КУПЯНСК: " КУП&#39;ЯНСЬК "
  КУРАГИНО: " Курагин "
  КУРАХОВО: " КУРАХОВЕ "
  КУРГАЛЬДЖИНСКИЙ: " КУРГАЛЬДЖІНСКІЙ "
  КУРГАН: " КУРГАН"
  КУРГАН-ТЮБЕ: "Курган-Тюбе "
  КУРГАНИНСК: " Курганінського "
  КУРГАНТЕПА: " КУРГАНТЕПА "
  КУРЕСААРЕ: " КУРЕСААРЕ "
  КУРКИНО: " Куркіна "
  КУРСАВКА: " КУРСАВКА "
  КУРСК: " курськ "
  КУРТАМЫШ: " Куртамиш "
  КУРУМКАН: " Курумкан "
  КУРЧАТОВ: " Курчатов "
  КУРЧУМ: " КУРЧУМ "
  КУРЫМКАР: " КУРИМКАР "
  КУРЬЯ: " Кур&#39;я "
  КУСА: " КУНСАН "
  КУСАРЫ: " КУСАРИ "
  КУСИНО: " КУСІНО "
  КУСТАНАЙ: " Кустанай "
  КУТАИСИ: " Кутаїсі "
  КУТУЗОВ: " Кутузов "
  КУШВА: " Кушва "
  КУШНАРЕНКОВО: " КУШНАРЕНКОВО "
  КУЩЕВСКАЯ: " Кущевская "
  КШЕНСКИЙ: " КШЕНСКІЙ "
  КЫЗЫЛ: " Кизил "
  КЫЗЫЛ-КИЯ: " Кизил-кия"
  КЫЗЫЛТЕПА: "КИЗИЛТЕПА "
  КЫТМАНОВО: " КИТМАНОВО "
  КЫШТОВКА: " КИШТОВКА "
  КЫШТЫМ: " Коштом "
  КЯРДЛА: " Кярдла "
  КЯХТА: " Кяхта "
  ЛАБИНСК: " ЛАБІНСЬКИЙ "
  ЛАГОДЕХИ: " ЛАГОДЕХІ "
  ЛАДУШКИН: " ЛАДУШКІН "
  ЛАДЫЖИН: " Ладижин "
  ЛАЗАРЕВСКОЕ: " Лазаревське "
  ЛАЗДИЯЙ: " ЛАЗДІЯЙ "
  ЛАЗО: " ЛАЗО "
  ЛАЗОВСК: " ЛАЗівські "
  ЛАИШЕВО: " Лаїша "
  ЛАНОВЦЫ: " Ланівці "
  ЛАНШ: " ЛАНШ "
  ЛАХДЕНПОХЬЯ: " ЛАХДЕНПОХЬЯ "
  ЛЕБЕДИН: " ЛЕБЕДИН "
  ЛЕБЕДИНОВКА: " ЛЕБЕДІНОВКА "
  ЛЕБЕДЯНЬ: " Лебедянь "
  ЛЕБЯЖЬЕ-КИРОВ: " лебяжа-КІРОВ "
  ЛЕБЯЖЬЕ-КУРГАН: " лебяжа-КУРГАН "
  ЛЕБЯЖЬЕ-ЛОМОНОС: " лебяжа-ЛОМОНОСОВ "
  ЛЕБЯЖЬЕ-ПАВЛОД.: " лебяжа-ПАВЛОД."
  ? "ЛЕВ ТОЛСТОЙ"
  : "ЛЕВ ТОЛСТОЙ "
  ЛЕЖНЕВО: " ЛЕЖНЕВО "
  ЛЕЛЬЧИЦЫ: " Лельчиці "
  ЛЕНГЕР: " Ленгера "
  ЛЕНИНАБАД: " ЛЕНІНАБАД "
  ЛЕНИНАКАН: " Ленинакан "
  ЛЕНИНГРАД: " Ленінград "
  ЛЕНИНГРАДСКАЯ: " ЛЕНІНГРАДСЬКА "
  ЛЕНИНГРАДСКИЙ: " ЛЕНІНГРАДСЬКА "
  ЛЕНИНОГОРСК: " Леніногорськ "
  ЛЕНИНОПОЛЬ: " ЛЕНІНОПОЛЬ "
  ЛЕНИНСК-АНДИЖАН: " Ленінський-Андижан "
  ЛЕНИНСК-ВОЛГОГР: " Ленінський-ВОЛГОГР "
  ЛЕНИНСК-КЗ-ОРДА: " Ленінський-КЗ-ОРДА "
  ЛЕНИНСК-КУЗНЕЦК: " Ленінськ-Кузнецький "
  ЛЕНИНСК-ТАШАУЗ: " Ленінський-ТАШАУЗ "
  ЛЕНИНСКИЙ-ДУШАН: " ЛЕНІНСЬКИЙ-душа "
  ЛЕНИНСКИЙ-КОКЧТ: " ЛЕНІНСЬКИЙ -КОКЧТ "
  ЛЕНИНСКИЙ-ТУЛА: " ЛЕНІНСЬКИЙ-ТУЛА "
  ЛЕНИНСКОЕ-КУСТ.: " Ленінський-кущ. "
  ЛЕНИНСКОЕ-ХАБАР: " Ленінський-ХАБАР "
  ЛЕНКОРАНЬ: " Ленкорань "
  ЛЕНСК: " ЛЕНСЬКИЙ "
  ЛЕОВО: " Леова "
  ЛЕПЕЛЬ: " Лепель"
  ЛЕПСАРЫ: "ЛЕПСАРИ "
  ЛЕПСЫ: " Лепсе "
  ЛЕРМОНТОВ: " ЛЕРМОНТОВ "
  ЛЕСНОЕ: " ЛІСОВЕ "
  ЛЕСНОС: " ЛЕСНОС "
  ЛЕСОГОРСКИЙ: " ЛЕСОГОРСКІЙ "
  ЛЕСОЗАВОД: " лісозавод "
  ЛЕСОЗАВОДСК: " Лесозаводськ "
  ЛЕСОКОМБИНАТ: " ЛІСОКОМБІНАТ "
  ЛЕСОСИБИРСК: " ЛЕСОСІБІРСК "
  ЛЕТИЧЕВ: " Летичів "
  ЛИВНЫ: " ЛІВНІ "
  ЛИВОЗЕРОВО: " ЛІВОЗЕРОВО "
  ЛИДА: " ЛІДА "
  ЛИЕПАЯ: " ЛІЄПАЯ "
  ЛИМАН: " ЛИМАН "
  ЛИМБАЖИ: " Лімбажі "
  ЛИОЗНО: " ліозно "
  ЛИПЕЦК: " ЛИПЕЦЬКА "
  ? "ЛИПИН БОР"
  : " Ліпін Бор "
  ? "ЛИПКАЯ ГОРКА"
  : " ЛИПКАХ ГІРКА "
  ЛИПКИ: " ЛИПКИ "
  ? "ЛИПОВАЯ ДОЛИНА"
